ID,ACTIVITY_UUID,GROUP_UUID,DESCRIPTION,FOR_COORDINATION,SECTION_UUID,PHASE_NAME,ORG_UNIT_CODE,ORG_UNIT_TYPE,STATUS,CONTRIBUTION_TYPE
6c2ad23e-784d-4cfe-9b2c-5fb1e52c8725,8033baff-7013-4ea6-8c6c-49d88e92041e,189b7989-6957-415a-ae80-285adf8a14e2,,1,,,TE-CRG,GROUP,A,Other
4fbd3870-e2ce-4871-b548-40c374e50e7d,81578ada-9905-47d7-835b-35baa09f4adc,eb22a561-2cf4-47cc-bc71-8124f8a5314f,,1,,,TE-MPE,GROUP,A,Other
5a7e95fc-f744-4fc4-9be2-8a460cd2b687,81578ada-9905-47d7-835b-35baa09f4adc,f7193902-20e6-421d-996a-4580547d9933,Planning and general coordination in preparation of the test campaign.,0,db34872b-2dc0-421f-bd84-2e7e2a3ffdc2,Preparation,EN-ACE-OSS,SECT,A,Other
20dcca00-2a41-4f33-b8a0-a5ae81932910,81578ada-9905-47d7-835b-35baa09f4adc,eb22a561-2cf4-47cc-bc71-8124f8a5314f,Production of detection units to measure the resistance of the conical joints plus other relevant signals in the EE system.,0,5e5d246c-125c-4e85-9db9-280683f05feb,Preparation,TE-MPE-EP,SECT,A,Other
a4333f16-a6fa-4e46-b9f0-ffb48cf95691,81578ada-9905-47d7-835b-35baa09f4adc,eb22a561-2cf4-47cc-bc71-8124f8a5314f,Supply of material and software for the tests: interconnection box; interlock box; cabling; software; half-rack for all measurement system.,0,16580df0-046c-492b-95da-3614b930dc96,Preparation,TE-MPE-MP,SECT,A,Other
72b46f38-6912-4713-b976-fb716337cebd,81578ada-9905-47d7-835b-35baa09f4adc,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Procurement of signal cables and installation study for conical joints permanent monitoring system.,0,adae5ab2-9b4c-415b-af16-324a6b686ad9,Preparation,EN-EL-CS,SECT,A,Other
fad2bd5a-3b6a-4c0d-b6e5-b747543b4ac9,81578ada-9905-47d7-835b-35baa09f4adc,acf7a512-bb71-49f1-8e64-127efe59ca80,"Preparation and setup of the power converters, ready for the short circuit tests.",0,29e17b6f-92bd-4a41-b368-155f637b7349,Preparation,SY-EPC-LPC,SECT,A,Other
ae69e275-b7f7-44a0-835d-7b53253b7fb9,81578ada-9905-47d7-835b-35baa09f4adc,6c347690-982c-4153-80ac-5fdf9f39b2e2,"Setup of water circuits in regular configuration, including regulation and balancing.",0,52a2f82a-6870-4753-94cc-ff085cd330c0,Preparation,EN-CV-LHC,SECT,A,Other
7f5c829c-3a95-42db-9696-2b35541cb4c9,81578ada-9905-47d7-835b-35baa09f4adc,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Procurement of copper blocks for short circuit on the DFB side.,0,adae5ab2-9b4c-415b-af16-324a6b686ad9,Preparation,EN-EL-CS,SECT,A,Other
31646e8b-cb97-4a6f-9e05-98ee7ba32d78,81578ada-9905-47d7-835b-35baa09f4adc,eb22a561-2cf4-47cc-bc71-8124f8a5314f,"Transport and installation of instrumentation, connection of cables plus instrumentation of EE system.",0,16580df0-046c-492b-95da-3614b930dc96,Installation,TE-MPE-MP,SECT,A,Other
ee6590ff-5587-44d3-a7b7-d63d45439cb4,81578ada-9905-47d7-835b-35baa09f4adc,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Installation of 160 signal cables and voltage taps for conical joints permanent monitoring system.,0,adae5ab2-9b4c-415b-af16-324a6b686ad9,Installation,EN-EL-CS,SECT,A,Other
72369ec9-68a8-4e8b-ace9-3e0af1a6ad65,81578ada-9905-47d7-835b-35baa09f4adc,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Mounting of Copper Blocks for short circuit on the DFB side.,0,adae5ab2-9b4c-415b-af16-324a6b686ad9,Installation,EN-EL-CS,SECT,A,Other
aa0d3a33-51ad-4726-997e-4bbbabc385af,81578ada-9905-47d7-835b-35baa09f4adc,a21229b0-b644-4314-bc90-36e0f6f8f537,Setting up of scaffolding for the installation of the permanent monitoring of the conical joints.,0,cd131de9-404c-465f-be47-dfc5d7f9c7b2,Installation,BE-EA-AS,SECT,I,Other
cfb840ce-a3f1-4172-9112-8f3399c48a22,81578ada-9905-47d7-835b-35baa09f4adc,eb22a561-2cf4-47cc-bc71-8124f8a5314f,Measurement of resistance of conical joints plus EE performance evaluation.,0,16580df0-046c-492b-95da-3614b930dc96,Commissioning,TE-MPE-MP,SECT,A,Other
22993c41-390e-4736-b6dc-a66cedf06db0,81578ada-9905-47d7-835b-35baa09f4adc,6c347690-982c-4153-80ac-5fdf9f39b2e2,Support for test of water-cooled cable interlocks vs power converters and possible NCs fixing.,0,52a2f82a-6870-4753-94cc-ff085cd330c0,Commissioning,EN-CV-LHC,SECT,A,Other
1bff6970-9595-4e7a-9cc1-91db3ce57d0e,81578ada-9905-47d7-835b-35baa09f4adc,acf7a512-bb71-49f1-8e64-127efe59ca80,Test of all interlocks and validation with current of all multi kA circuits prior to the short circuit tests and assistance during the short circuit tests.,0,29e17b6f-92bd-4a41-b368-155f637b7349,Commissioning,SY-EPC-LPC,SECT,A,Other
1e946df3-5f09-4f63-b2b6-cca89fe12df4,81578ada-9905-47d7-835b-35baa09f4adc,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Thermal monitoring and mechanical corrections on WCC.,0,adae5ab2-9b4c-415b-af16-324a6b686ad9,Commissioning,EN-EL-CS,SECT,A,Other
8f36b54b-6f6a-49d4-8d76-d5216d565fe7,81578ada-9905-47d7-835b-35baa09f4adc,f7193902-20e6-421d-996a-4580547d9933,Un-locking and locking of the power converters.,0,5a797281-b4d7-41cd-b4bb-86ee58b5ff38,Commissioning,EN-ACE-COS,SECT,A,Other
c47d6163-06e8-4065-806d-113b0c89088b,8572a050-732b-4622-86b4-e3cd82e36c2a,55273ea0-248a-41f7-b3d6-b9e03dc7141f,,1,,,SY-RF,GROUP,A,Other
149ff574-0fa7-4349-9567-ce5e06822623,85798a58-a88f-4766-93d0-c6144cc9cf02,79072ccc-eae6-4839-8cba-658b5f4f4740,,1,,,BE-ICS,GROUP,A,Other
f8c3914c-dd81-46e5-ac0c-92271e3ee1fa,8828ec7b-3acb-46c4-bdd1-cef51420c600,e461b305-7e3b-4d74-8bb9-6fd37ff09d56,,1,,,BE-ABP,GROUP,A,Other
1e969dc6-d05c-42b9-a331-d456cd2d11e6,8828ec7b-3acb-46c4-bdd1-cef51420c600,e461b305-7e3b-4d74-8bb9-6fd37ff09d56,study new LEBT layout,0,3822274b-26b9-4ccf-92d9-1d2a72f5f627,Preparation,BE-ABP-HSL,SECT,A,Other
ef929c35-d0ab-42c9-b7e9-103f35e15362,8828ec7b-3acb-46c4-bdd1-cef51420c600,f2fa8353-5ffa-4562-a3fd-6e9ff054f910,"design and production of new pieces, if needed",0,,Installation,EN-MME,GROUP,A,Other
3e52a2e8-03f5-4e9c-8d9d-eed01452f501,8828ec7b-3acb-46c4-bdd1-cef51420c600,68e4b8f0-0990-4afe-9535-3b0e31a4e740,implement vacuum modifications if needed,0,ca7bdb10-0b02-4d46-8cd3-099be9e45785,Installation,TE-VSC-BVO,SECT,A,Other
e3bb9068-63e5-4273-853a-91d5e60fe4f8,8828ec7b-3acb-46c4-bdd1-cef51420c600,e461b305-7e3b-4d74-8bb9-6fd37ff09d56,commission layout changes,0,,Commissioning,BE-ABP,GROUP,A,Other
52809b75-0c19-4615-b346-544b209eddc1,88444f2b-cf1b-4d74-8c34-411a9bfb60d5,79072ccc-eae6-4839-8cba-658b5f4f4740,,1,,,BE-ICS,GROUP,A,Other
90123219-5d05-4c7d-a7b2-9e39921347a9,8a647c2a-eba6-47d2-989e-03a6df32c219,79072ccc-eae6-4839-8cba-658b5f4f4740,,1,,,BE-ICS,GROUP,A,Other
01028521-2076-443a-b4e0-03dcec6b394b,8c27415a-067a-4330-9bcf-cd2e945d4b4a,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,,1,,,EN-EL,GROUP,A,Other
ce392e97-8c3b-4edc-8fb1-f3c0cb9dab3c,8c27415a-067a-4330-9bcf-cd2e945d4b4a,3f1a25d1-3277-433a-a7cf-42859fa20532,Support for MS and IT,0,,Preparation,IPT-PI,GROUP,A,Other
c4ffa764-2c52-46ac-a468-64ce613948c8,8c27415a-067a-4330-9bcf-cd2e945d4b4a,6c347690-982c-4153-80ac-5fdf9f39b2e2,Definition of needs for the electrical distribution,0,,Preparation,EN-CV,GROUP,A,Other
80df6846-d848-4921-9292-7ce05acdb073,8c27415a-067a-4330-9bcf-cd2e945d4b4a,f7193902-20e6-421d-996a-4580547d9933,Planning / coordination,0,db34872b-2dc0-421f-bd84-2e7e2a3ffdc2,Preparation,EN-ACE-OSS,SECT,A,Other
fe47c8ef-09eb-4004-98df-7349adf5aad2,8c27415a-067a-4330-9bcf-cd2e945d4b4a,6c347690-982c-4153-80ac-5fdf9f39b2e2,It might be necessary to create new buildings in which to install HV equipment,0,,Preparation,EN-CV,GROUP,A,Other
46040da6-ceca-494c-ab51-fd633f5a8156,8c27415a-067a-4330-9bcf-cd2e945d4b4a,55273ea0-248a-41f7-b3d6-b9e03dc7141f,Definition of needs for the electrical distribution,0,,Preparation,SY-RF,GROUP,A,Other
1c6b71a5-896d-49a5-8e93-2a9291405d86,8c27415a-067a-4330-9bcf-cd2e945d4b4a,7f0d63a1-c1c1-440e-8d54-be9ab65432b6,Safety,0,,Installation,HSE-OHS,GROUP,A,Other
a6226b86-15fa-4e25-a38e-d854743ca42e,8c27415a-067a-4330-9bcf-cd2e945d4b4a,6c347690-982c-4153-80ac-5fdf9f39b2e2,It might be necessary to create new buildings in which to install HV equipment,0,,Installation,EN-CV,GROUP,A,Other
bfde210f-e5bd-485a-b059-b87c0a01c1cf,8c27415a-067a-4330-9bcf-cd2e945d4b4a,9da48bdd-d914-47f1-89b3-d14d1104e1b1,Transport of equipment will be required,0,2f71f349-ecf9-46cf-9d73-4f94f4846af6,Installation,EN-HE-HH,SECT,A,Other
6ef980fd-7de2-45cc-a0fb-05b0a48b1c1b,8c27415a-067a-4330-9bcf-cd2e945d4b4a,47141482-7af2-46b7-8265-bc30da38aaa8,Network connection,0,,Installation,IT-CS,GROUP,A,Other
fca17f87-dd21-4570-8d3b-9ef9a312c6f1,8c27415a-067a-4330-9bcf-cd2e945d4b4a,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Work execution,0,,Installation,EN-EL,GROUP,A,Other
11dec784-d541-490a-879e-eb690ec04e2c,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,55273ea0-248a-41f7-b3d6-b9e03dc7141f,,1,,,SY-RF,GROUP,A,Other
e743dffb-f90c-4d5c-8667-7c3c5a25692a,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Cabling services,0,,Preparation,EN-EL,GROUP,A,Other
2436b12b-df3e-4709-8c8f-c529bedcd8b4,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,4cc8b59f-4e50-4145-9cad-dacd4e4c1c29,Specification of requirements,0,,Preparation,BE-OP,GROUP,A,Other
8d14e64b-8d7a-4bc3-9f18-1b61d72555bf,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,47141482-7af2-46b7-8265-bc30da38aaa8,network connections,0,,Preparation,IT-CS,GROUP,A,Other
a36277e0-2c4e-4657-bc37-0fe280d2bbfc,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,250f7968-d538-4a82-bc09-fde5b91254a2,Controls infrastructure,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Preparation,BE-CEM-IN,SECT,A,Other
031d1ef8-7754-4ba7-a0aa-dc935e4db193,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Cabling services,0,,Installation,EN-EL,GROUP,A,Other
57998826-9acc-46d9-a068-308cfbc30d41,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,47141482-7af2-46b7-8265-bc30da38aaa8,network connections,0,,Installation,IT-CS,GROUP,A,Other
29cbae78-fa01-40de-b676-d17aba170af7,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,250f7968-d538-4a82-bc09-fde5b91254a2,HW installation,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Installation,BE-CEM-IN,SECT,A,Other
419a4f04-ea04-4f7c-ab6e-5fd96f9263d6,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,4cc8b59f-4e50-4145-9cad-dacd4e4c1c29,Cold check & commissioning of equipment with beam,0,,Commissioning,BE-OP,GROUP,A,Other
d51ac085-0fa2-4f36-8c75-2d03dedb7960,8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,250f7968-d538-4a82-bc09-fde5b91254a2,Commissioning of front ends,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Commissioning,BE-CEM-IN,SECT,A,Other
5b9e2820-9bf6-4417-ba8c-e003823cea4d,8f6f3816-f706-4577-b8f5-9e2f6af6fd76,eb22a561-2cf4-47cc-bc71-8124f8a5314f,,1,,,TE-MPE,GROUP,A,Other
6f1e804b-a2bd-4a3c-8c32-d6e1bb37a44b,8f6f3816-f706-4577-b8f5-9e2f6af6fd76,47141482-7af2-46b7-8265-bc30da38aaa8,New ethernet socket,0,,Preparation,IT-CS,GROUP,A,Other
7d1b91fd-c7fb-4781-be8e-2427efe6f302,8f6f3816-f706-4577-b8f5-9e2f6af6fd76,250f7968-d538-4a82-bc09-fde5b91254a2,FEC,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Preparation,BE-CEM-IN,SECT,A,Other
3e57fd0e-1a44-4e37-b2cb-4681647ddb88,8f6f3816-f706-4577-b8f5-9e2f6af6fd76,250f7968-d538-4a82-bc09-fde5b91254a2,FEC,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Installation,BE-CEM-IN,SECT,A,Other
d51a4d9f-3ca3-4ad9-9b53-5d67ea34a09b,8f6f3816-f706-4577-b8f5-9e2f6af6fd76,47141482-7af2-46b7-8265-bc30da38aaa8,new ethernet socket,0,,Installation,IT-CS,GROUP,A,Other
65c99d26-9f3f-4ac3-97ae-8121b4a9c47e,8f6f3816-f706-4577-b8f5-9e2f6af6fd76,250f7968-d538-4a82-bc09-fde5b91254a2,commissioning FEC,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Commissioning,BE-CEM-IN,SECT,A,Other
604fc64d-4c40-4b5c-b729-c27be7250a08,904db44c-8a90-4ed6-bc66-eaa0c3296899,79072ccc-eae6-4839-8cba-658b5f4f4740,,1,,,BE-ICS,GROUP,A,Other
1068a03c-6546-4df3-8084-b1f6814556ea,93a7714c-8e97-4b7c-95f2-9274efe62af2,6c347690-982c-4153-80ac-5fdf9f39b2e2,,1,,,EN-CV,GROUP,A,Other
dc34fbf5-f4ef-418b-93db-3e4038a6c7bd,93a7714c-8e97-4b7c-95f2-9274efe62af2,773c574a-3205-4ca4-8062-aee43473d967,assess RP constraints,0,,Preparation,HSE-RP,GROUP,A,Other
94e4d57f-b7d1-46eb-b620-8198d27a060b,93a7714c-8e97-4b7c-95f2-9274efe62af2,7f0d63a1-c1c1-440e-8d54-be9ab65432b6,assess presence of asbestos,0,,Preparation,HSE-OHS,GROUP,A,Other
61416753-fda0-4143-a4d7-91c5326effdc,93a7714c-8e97-4b7c-95f2-9274efe62af2,79072ccc-eae6-4839-8cba-658b5f4f4740,control programming,0,a933410e-cb5d-4da3-80dc-f915f7706e98,Preparation,BE-ICS-CE,SECT,A,Other
c1283a0b-2c05-49ac-a1f6-25b4921371c2,93a7714c-8e97-4b7c-95f2-9274efe62af2,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,supply and installation of new power cable to CV cubicle,0,,Installation,EN-EL,GROUP,A,Other
2d24674c-21ca-4fd4-94f5-cd5a0176a85e,93a7714c-8e97-4b7c-95f2-9274efe62af2,773c574a-3205-4ca4-8062-aee43473d967,waste disposal of radioactive material,0,,Installation,HSE-RP,GROUP,A,Other
4797c91f-5d98-4823-9ce4-8d809b2a78f2,93a7714c-8e97-4b7c-95f2-9274efe62af2,2914bebb-400c-43d4-aa91-49bb5c4d2b0a,Asbestos removal if needed,0,,Installation,SCE-SAM,GROUP,A,Other
2d18c322-2101-41e2-a1b1-c597967116e5,93a7714c-8e97-4b7c-95f2-9274efe62af2,79072ccc-eae6-4839-8cba-658b5f4f4740,support to the test and commissioning work,0,a933410e-cb5d-4da3-80dc-f915f7706e98,Commissioning,BE-ICS-CE,SECT,A,Other
04666737-fe01-4c1f-9134-95c5cac23528,9548aeb7-48af-4b33-8a6b-552fad7a931c,189b7989-6957-415a-ae80-285adf8a14e2,,1,,,TE-CRG,GROUP,A,Other
d16e006f-ac6b-4d2f-9b44-a7a14610365a,98060e3a-5d37-4a29-9c5e-4ab702ef8e2c,79072ccc-eae6-4839-8cba-658b5f4f4740,,1,,,BE-ICS,GROUP,A,Other
3b1d4ddf-f910-49a8-8e78-8e5765ab9b77,9a9cc679-3076-41be-8820-182904ed4a7d,e461b305-7e3b-4d74-8bb9-6fd37ff09d56,,1,,,BE-ABP,GROUP,A,Other
f2f4097f-a9f1-4713-a67e-cdeb8c553aa9,9a9cc679-3076-41be-8820-182904ed4a7d,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,about 20 cables to be removed,0,adae5ab2-9b4c-415b-af16-324a6b686ad9,Installation,EN-EL-CS,SECT,A,Other
e6c11849-4195-46a1-b137-87e2f2a167c9,9bc3ab2c-b720-4098-a09f-131b6c3770b4,9a7f2c0d-76f3-4679-98b9-a46731057a19,,1,,,EN-AA,GROUP,A,Other
2b848588-3e67-4178-9675-00d54d3de6e7,9bc3ab2c-b720-4098-a09f-131b6c3770b4,47141482-7af2-46b7-8265-bc30da38aaa8,Computing network,0,,Preparation,IT-CS,GROUP,A,Other
dd74b50b-f091-43af-9230-0f869304dcec,9bc3ab2c-b720-4098-a09f-131b6c3770b4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Control & powering cabling + FO,0,,Preparation,EN-EL,GROUP,A,Other
c37cab53-a708-4d6c-8ded-800ba35fb0f0,9bc3ab2c-b720-4098-a09f-131b6c3770b4,a21229b0-b644-4314-bc90-36e0f6f8f537,Définition of the scope of the  fire detection project with BE-ICS-AS. Risk analysis to understand fire scenarios to protect. Provision of ventilation shema to undertand air flow in the buildings.,0,,Preparation,BE-EA,GROUP,A,Other
3dbf77b0-d15c-4fef-b45b-a5cbcbbfe2f3,9bc3ab2c-b720-4098-a09f-131b6c3770b4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Control & powering cabling,0,,Installation,EN-EL,GROUP,A,Other
e6dffc8d-ba97-48c7-8326-f086fb2821d2,9bc3ab2c-b720-4098-a09f-131b6c3770b4,7f0d63a1-c1c1-440e-8d54-be9ab65432b6,Safety validation,0,,Commissioning,HSE-OHS,GROUP,A,Other
dc841322-4886-4c47-9eaa-bad9d294212a,9bc9ddf3-415d-4b71-bb6e-c599c543d51b,6c347690-982c-4153-80ac-5fdf9f39b2e2,,1,,,EN-CV,GROUP,A,Other
6b7378bc-1df9-4e89-baac-1501d6ea90f0,9bc9ddf3-415d-4b71-bb6e-c599c543d51b,79072ccc-eae6-4839-8cba-658b5f4f4740,coding of control software,0,a933410e-cb5d-4da3-80dc-f915f7706e98,Preparation,BE-ICS-CE,SECT,A,Other
5634056f-e093-4f12-b8f7-68e3b1b22e39,9bc9ddf3-415d-4b71-bb6e-c599c543d51b,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,"installation of a new power cable, if required",0,,Installation,EN-EL,GROUP,A,Other
311726ff-3657-4b9f-8a11-dddfcccc0f5b,9bc9ddf3-415d-4b71-bb6e-c599c543d51b,79072ccc-eae6-4839-8cba-658b5f4f4740,support during testing and commissioning  phase,0,a933410e-cb5d-4da3-80dc-f915f7706e98,Commissioning,BE-ICS-CE,SECT,A,Other
5e1d5862-d9a9-43f1-839b-7204149be886,9c505c66-35cd-4be6-be7c-58a9131a32ac,acf7a512-bb71-49f1-8e64-127efe59ca80,,1,,,SY-EPC,GROUP,A,Other
f7aa5174-8f6a-40bb-a8ed-35da1be366c9,9c505c66-35cd-4be6-be7c-58a9131a32ac,250f7968-d538-4a82-bc09-fde5b91254a2,Connect the converters to WordFip & Ethernet networks,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Installation,BE-CEM-IN,SECT,A,Other
443e19a3-fdab-43fe-9f39-62b70ce0caeb,9c505c66-35cd-4be6-be7c-58a9131a32ac,6c347690-982c-4153-80ac-5fdf9f39b2e2,Supply demineralized water for the cooling of the new converters,0,,Installation,EN-CV,GROUP,A,Other
e459a210-3278-4aed-9aab-4fd2c6f9eb8d,9c505c66-35cd-4be6-be7c-58a9131a32ac,47141482-7af2-46b7-8265-bc30da38aaa8,Connect the Gateway to Ethernet Network,0,,Installation,IT-CS,GROUP,A,Other
8d28038f-9f38-41e4-8d2f-cb830bd0d3ec,9c505c66-35cd-4be6-be7c-58a9131a32ac,2914bebb-400c-43d4-aa91-49bb5c4d2b0a,Install supporting metallic structures for the converters,0,,Installation,SCE-SAM,GROUP,A,Other
07fe3df3-bdc4-4dc6-a1c9-38e85df71d1f,9c505c66-35cd-4be6-be7c-58a9131a32ac,eb22a561-2cf4-47cc-bc71-8124f8a5314f,Connect the converters to the Magnet Protection System,0,9edbb024-c240-4669-b9c0-e30503192013,Installation,TE-MPE-SF,SECT,A,Other
ff087d5a-e331-40cb-bcd1-61103423ac2f,9c505c66-35cd-4be6-be7c-58a9131a32ac,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Supply AC distribution (Power + Cables),0,,Installation,EN-EL,GROUP,A,Other
286fd5cf-1e7a-472c-b488-dec89238709e,9c505c66-35cd-4be6-be7c-58a9131a32ac,9da48bdd-d914-47f1-89b3-d14d1104e1b1,Transport and Handling,0,2f71f349-ecf9-46cf-9d73-4f94f4846af6,Installation,EN-HE-HH,SECT,A,Other
fa0121dc-5358-4554-b086-cf84facd26f0,9c505c66-35cd-4be6-be7c-58a9131a32ac,eb22a561-2cf4-47cc-bc71-8124f8a5314f,Connect the converters to the DC cables,0,9edbb024-c240-4669-b9c0-e30503192013,Installation,TE-MPE-SF,SECT,A,Other
b0bc44b1-f44d-45f1-b1f5-1b288e70375e,9c505c66-35cd-4be6-be7c-58a9131a32ac,a4610065-36e3-44bc-9657-0ffe487ee28f,Commissioning Coordination,0,,Commissioning,TE-MSC,GROUP,A,Other
bbafd9ae-a84e-4dae-afd0-9822601e2588,9d0c98c7-f27e-48dc-ad61-a407a78494e4,acf7a512-bb71-49f1-8e64-127efe59ca80,,1,,,SY-EPC,GROUP,A,Other
330f6fae-331d-4500-9dac-d48d43992d83,9d0c98c7-f27e-48dc-ad61-a407a78494e4,250f7968-d538-4a82-bc09-fde5b91254a2,Provide Gateways and Timing for gateways,0,13ac3f77-7537-41c7-a3eb-8002608cb8cc,Preparation,BE-CEM-IN,SECT,A,Other
7ba11d51-1e47-4adc-9846-cf3dd81be712,9d0c98c7-f27e-48dc-ad61-a407a78494e4,2914bebb-400c-43d4-aa91-49bb5c4d2b0a,Metallic Support Frame for the power converters,0,,Preparation,SCE-SAM,GROUP,A,Other
eef8a511-11b2-4b54-8cc4-a8023bee3877,9d0c98c7-f27e-48dc-ad61-a407a78494e4,6c347690-982c-4153-80ac-5fdf9f39b2e2,Demineralized Water-Cooling Distribution and Ventilation adaptation,0,,Preparation,EN-CV,GROUP,A,Other
ee11135b-9783-4db6-93e6-ea37aa2c9e8d,9d0c98c7-f27e-48dc-ad61-a407a78494e4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Installation of Control Cables,0,,Preparation,EN-EL,GROUP,A,Other
3dfa2535-4716-4862-805b-7cc587cbd153,9d0c98c7-f27e-48dc-ad61-a407a78494e4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Installation of Power Cables (To Magnets),0,,Preparation,EN-EL,GROUP,A,Other
c1dc422c-02c5-4e2c-8a76-04a834f60045,9d0c98c7-f27e-48dc-ad61-a407a78494e4,f7193902-20e6-421d-996a-4580547d9933,Integration study with the new converters,0,d2b98fce-83cf-432d-a9b1-12586d92a39f,Preparation,EN-ACE-INT,SECT,A,Other
05e4b607-4426-4846-9167-af2213384e1e,9d0c98c7-f27e-48dc-ad61-a407a78494e4,47141482-7af2-46b7-8265-bc30da38aaa8,Insatallation of Ethernet netwoork for Gateways,0,,Preparation,IT-CS,GROUP,A,Other
033bd854-b0e3-4b57-9944-006f4d6fa6a6,9d0c98c7-f27e-48dc-ad61-a407a78494e4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,AC Supply Distribution (Power & Cables),0,,Preparation,EN-EL,GROUP,A,Other
f41be4ba-8cac-4e79-98b4-4bc83b128f86,9d0c98c7-f27e-48dc-ad61-a407a78494e4,9da48bdd-d914-47f1-89b3-d14d1104e1b1,Transport and Handling,0,2f71f349-ecf9-46cf-9d73-4f94f4846af6,Installation,EN-HE-HH,SECT,A,Other
235a3b85-5f58-4b80-86bb-19d6c7553921,a04948fd-8f82-4164-9785-22b80bb8bf55,6c347690-982c-4153-80ac-5fdf9f39b2e2,,1,,,EN-CV,GROUP,A,Other
10784224-33be-420e-9e1d-c127b2177532,a04948fd-8f82-4164-9785-22b80bb8bf55,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,install power supply,0,,Installation,EN-EL,GROUP,A,Other
47ccd5a9-455f-4ce8-8657-5a101070ef09,a04948fd-8f82-4164-9785-22b80bb8bf55,47141482-7af2-46b7-8265-bc30da38aaa8,Install network connection,0,,Installation,IT-CS,GROUP,A,Other
fcae1a80-2ef9-4db2-9997-0f19275651ea,a04948fd-8f82-4164-9785-22b80bb8bf55,6dfb05d0-9989-43fb-a016-31eee0f2112a,Execution of civil engineering works,0,,Installation,SCE-SSC,GROUP,A,Other
671d1542-9acf-4406-a6a8-ca51ae48d980,a231ce0d-400b-41ad-a83f-d68c7b6f803e,a4610065-36e3-44bc-9657-0ffe487ee28f,,1,,,TE-MSC,GROUP,A,Other
34c02cb6-8981-4af9-b73e-4042e9c0562d,a231ce0d-400b-41ad-a83f-d68c7b6f803e,9da48bdd-d914-47f1-89b3-d14d1104e1b1,Transport and Handling,0,2f71f349-ecf9-46cf-9d73-4f94f4846af6,Installation,EN-HE-HH,SECT,A,Other
cc8720a6-eb14-4b2a-bb0b-6d97d0424d2d,a2f04507-8f18-4a4c-b335-6e19a1033116,9a7f2c0d-76f3-4679-98b9-a46731057a19,,1,,,EN-AA,GROUP,A,Other
a99ff6c6-cee6-438a-a476-92682500533f,a2f04507-8f18-4a4c-b335-6e19a1033116,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,Control cabling,0,,Installation,EN-EL,GROUP,A,Other
faee7112-1fc9-4036-b834-5dc934c15ce2,a2f04507-8f18-4a4c-b335-6e19a1033116,7f0d63a1-c1c1-440e-8d54-be9ab65432b6,Safety validation,0,,Commissioning,HSE-OHS,GROUP,A,Other
e5dc4b33-cd53-4b39-9e3f-e7ea0b811abb,a6bd2703-7d9c-4115-bb45-cea9b30e90b4,9a7f2c0d-76f3-4679-98b9-a46731057a19,,1,,,EN-AA,GROUP,A,Other
4c35779a-3ae0-4150-8ed6-ebc191d29819,a6bd2703-7d9c-4115-bb45-cea9b30e90b4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,,0,,Preparation,EN-EL,GROUP,A,Signal cabling
24c4ba3d-8636-4cb0-aca5-7c3d9e1128a7,a6bd2703-7d9c-4115-bb45-cea9b30e90b4,2d7f1df3-0ff2-4720-a6d2-4f6afe6b241a,,0,,Installation,EN-EL,GROUP,A,Signal cabling
