"ID","GROUP_CONTRIBUTION_UUID","PLAN_UUID","VERSION_UUID","ACTIVITY_UUID","FIELD_SET_UUID","CONFIG_ID","PRIMARY_FIELD_CODE","FIELD_CODE","FIELD_VALUE"
"21b1d3c6-25d1-43e8-90cf-5b1021140cbc","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","61396233-6366-3864-2d39-3761352d3432",79953,"","OFFICES","false"
"3072db44-be89-446c-92fb-75f6d3fdd925","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","61396233-6366-3864-2d39-3761352d3432",79953,"","RACK_COOLING","false"
"a5d1815a-f069-4d4e-9fcb-d5bd0c4c2022","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","61396233-6366-3864-2d39-3761352d3432",79953,"","HALL","false"
"c45b9c6a-38f9-4116-9cc5-5e56da3dc296","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","61396233-6366-3864-2d39-3761352d3432",79953,"","SPECIFIC_EXTRACTION","false"
"3fc37701-33fc-466d-a340-f4ba9e2adda4","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","38643030-3435-3465-2d64-3739342d3431",79956,"","DRAINING_DISCONN_RECONN","false"
"553b97f9-958c-41e6-9e7e-6aba41ad5539","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","38643030-3435-3465-2d64-3739342d3431",79956,"","STOP_START","false"
"e2d68a26-8d8f-41d5-bc66-1cfe2e5080aa","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","38643030-3435-3465-2d64-3739342d3431",79956,"","SYSTEM_TEST_RUN","true"
"1e26acef-3de3-4ab2-a201-4d69c7e6d495","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","35376338-3766-3334-2d62-6535322d3431",79954,"","SPECIAL_EQUIPMENT","false"
"e5d57087-7f4c-43e0-911d-17afa99cfbc7","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","35376338-3766-3334-2d62-6535322d3431",79954,"","INSTRUMENT_TOOLS","false"
"c83f2148-bb0d-4d0c-8c2d-08067f845508","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","35376338-3766-3334-2d62-6535322d3431",79954,"","INERTING","false"
"78f9fc2d-3024-419c-aae6-01c6bcfc5c64","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","CHILLED_WATER","false"
"a74c5c4a-180d-4123-a236-7f71ad29f93b","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","COOLING_SYSTEM","false"
"7bd05472-0417-49fa-871f-9a2cef9a08b4","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","CO2","false"
"b2da19e1-dc6b-4a50-8d55-30a86c6940a7","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","RAW_WATER","false"
"caa61b9a-7ed4-4837-920f-34a423ceeedf","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","PIPING_DIST","false"
"84afc4b7-cd8a-4bf6-961d-9f22d32cd7b6","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","SUMP_SYSTEM","false"
"970b2167-b44b-442a-93b6-4dd8330e3498","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","DEMINERALISED_WATER","false"
"deb73bf1-8af3-4341-a5f9-f53e26a26813","22993c41-390e-4736-b6dc-a66cedf06db0","8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","81578ada-9905-47d7-835b-35baa09f4adc","31353965-3339-6562-2d30-6635322d3466",79952,"","PFC","false"
